flight_date,departure.iata,departure.terminal,departure.gate,departure.scheduled,arrival.iata,arrival.terminal,arrival.scheduled,airline.iata,terminal_walk_time_min,terminal_transport_method,connection_time_min,dep_sched,arr_sched,scheduled_flight_min,departure_hour,day_of_week,risk_label,transport_friction,is_cross_airport,is_intl_hub,is_major_airport,is_peak_hour,terminal_change,has_delay_info,security_crowd,immigration_crowd,walking_time_min,security_time_min,immigration_time_min,congestion_time_min,baggage_time_min,required_time_min,time_margin_min
1,41,0,128,327,174,0,435,126,10,20,90.0,327,429,200.0,13,0,0,3,1,0,0,0,0,1,2,2,10,20.0,0.0,8,10,48.0,8.0
0,47,17,192,195,476,19,169,51,7,33,87.0,195,169,35.0,22,6,1,1,1,0,0,0,0,1,1,1,7,16.0,0.0,3,10,36.0,24.0
1,20,24,126,310,105,0,399,97,6,33,70.0,310,396,140.0,11,0,1,1,1,0,0,0,1,1,2,2,6,20.0,0.0,8,10,44.0,20.0
0,11,24,155,23,385,12,26,22,5,31,95.0,23,26,96.0,11,6,0,2,1,0,0,0,1,1,2,2,5,20.0,0.0,8,10,43.0,7.0
1,34,0,436,385,7,0,473,13,6,33,95.0,385,464,50.0,18,0,2,1,1,0,0,1,0,1,0,0,6,30.0,0.0,15,10,61.0,26.0
0,6,0,436,209,105,0,227,207,16,19,81.0,209,227,140.0,23,6,0,3,1,0,0,0,0,1,1,1,16,16.0,0.0,3,10,45.0,13.0
1,36,1,436,295,132,0,368,192,5,35,75.0,295,367,95.0,10,0,0,1,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10,60.0,-12.0
1,32,6,412,281,400,2,362,147,7,33,82.0,281,361,135.0,9,0,1,1,1,0,0,1,1,1,0,0,7,30.0,0.0,15,10,62.0,10.0
0,15,13,240,67,22,0,316,180,8,2,80.0,67,317,970.0,16,6,1,2,1,0,0,0,1,1,2,2,8,20.0,0.0,8,10,46.0,15.0
1,37,0,389,335,96,16,423,124,12,9,109.0,335,418,110.0,13,0,0,3,1,1,0,0,1,1,2,2,12,20.0,30.0,8,10,80.0,8.0
1,4,24,436,323,438,2,397,33,5,6,96.0,323,394,65.0,12,0,2,2,1,0,0,0,1,1,2,2,5,20.0,0.0,8,10,43.0,50.0
0,43,24,426,176,207,27,181,37,6,6,88.0,176,181,98.0,22,6,0,2,1,0,0,0,1,1,1,1,6,16.0,0.0,3,10,35.0,18.0
0,38,5,418,177,316,27,190,88,10,19,86.0,177,190,106.0,22,6,0,3,1,1,1,0,1,1,1,2,10,16.0,30.0,3,10,69.0,-17.0
1,31,21,436,362,259,24,444,165,8,36,74.0,362,426,8.0,16,0,0,1,0,0,0,0,1,1,2,2,8,20.0,0.0,8,10,46.0,7.0
1,0,24,305,289,263,2,345,126,8,33,101.0,289,344,25.0,9,0,1,1,1,1,1,1,1,1,0,0,8,30.0,45.0,15,10,108.0,-20.0
0,42,8,436,54,266,27,74,35,5,33,72.0,54,74,180.0,15,6,0,1,1,0,0,0,1,1,2,2,5,20.0,0.0,8,10,43.0,2.0
1,20,24,121,341,259,0,423,37,6,33,117.0,341,418,80.0,14,0,2,1,1,0,0,0,1,1,2,2,6,20.0,0.0,8,10,44.0,59.0
1,36,1,408,290,383,27,384,112,12,19,103.0,290,381,180.0,9,0,2,3,1,0,0,1,1,1,0,0,12,30.0,0.0,15,10,67.0,28.0
1,37,5,22,339,96,16,427,97,12,9,110.0,339,422,110.0,14,0,1,3,1,1,0,0,1,1,2,2,12,20.0,30.0,8,10,80.0,12.0
1,33,22,436,292,265,25,356,180,5,6,89.0,292,342,5.0,10,0,0,2,0,0,0,1,1,1,0,0,5,30.0,0.0,15,10,60.0,-8.0
1,25,12,323,285,118,27,352,144,7,13,78.0,285,351,75.0,9,0,1,1,1,0,0,1,1,1,2,0,7,20.0,0.0,15,10,52.0,16.0
1,17,0,4,247,82,27,311,44,5,33,109.0,247,311,70.0,5,0,2,1,1,0,0,0,1,1,1,1,5,16.0,0.0,3,10,34.0,66.0
1,4,24,436,336,66,2,459,5,5,6,116.0,336,451,255.0,13,0,2,2,1,0,0,0,1,1,2,2,5,20.0,0.0,8,10,43.0,63.0
1,32,5,351,299,238,0,367,24,6,33,86.0,299,366,70.0,10,0,2,1,1,0,0,1,1,1,0,0,6,30.0,0.0,15,10,61.0,17.0
0,15,12,436,111,469,14,118,140,8,2,79.0,111,118,100.0,19,6,1,2,1,0,0,1,0,1,0,0,8,30.0,0.0,15,10,63.0,10.0
1,23,24,436,304,126,27,377,100,8,12,132.0,304,374,75.0,11,0,2,1,1,1,0,0,1,1,2,2,8,20.0,30.0,8,10,76.0,50.0
0,44,16,388,150,128,15,293,131,5,2,112.0,150,293,518.0,21,6,2,2,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10,60.0,43.0
0,21,13,266,97,320,0,122,55,5,30,90.0,97,122,171.0,18,6,2,3,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10,60.0,28.0
0,7,11,139,65,134,2,90,194,8,19,126.0,65,90,206.0,15,6,2,3,1,0,0,0,1,1,2,2,8,20.0,0.0,8,10,46.0,65.0
0,40,6,135,179,265,14,272,21,7,33,67.0,179,272,421.0,22,6,0,1,1,0,0,0,1,1,1,2,7,16.0,0.0,3,10,36.0,10.0
0,35,24,436,27,244,27,238,57,10,15,84.0,27,238,870.0,12,6,0,3,1,0,0,0,1,1,2,0,10,20.0,0.0,8,10,48.0,9.0
1,31,21,436,269,259,24,325,21,8,36,119.0,269,316,8.0,8,0,2,1,0,0,0,1,1,1,0,0,8,30.0,0.0,15,10,63.0,42.0
0,33,11,23,1,186,27,0,61,6,6,72.0,1,0,153.0,5,6,1,2,1,0,0,0,1,1,1,1,6,16.0,0.0,3,10,35.0,19.0
1,46,5,8,347,7,0,436,47,12,24,86.0,347,430,100.0,14,0,1,2,1,0,0,0,1,1,2,2,12,20.0,0.0,8,10,50.0,11.0
0,38,5,399,186,393,0,179,54,6,33,79.0,186,179,76.0,22,6,0,1,1,1,1,0,1,1,2,2,6,20.0,30.0,3,10,69.0,-24.0
0,48,0,302,28,467,27,25,55,5,7,78.0,28,25,66.0,12,6,1,2,1,0,0,0,1,1,2,0,5,20.0,0.0,8,10,43.0,27.0
1,16,0,141,293,480,27,363,180,10,27,114.0,293,362,80.0,10,0,1,2,1,1,1,1,1,1,0,0,10,30.0,45.0,15,10,110.0,-9.0
0,24,8,101,42,235,0,69,37,6,2,112.0,42,69,190.0,13,6,1,2,1,1,1,0,1,1,0,0,6,30.0,45.0,8,10,99.0,0.0
1,32,5,354,300,443,27,367,24,6,33,106.0,300,366,65.0,10,0,2,1,1,0,0,1,1,1,0,0,6,30.0,0.0,15,10,61.0,37.0
1,6,1,436,338,152,0,422,37,16,19,100.0,338,417,90.0,13,0,2,3,1,0,0,0,1,1,2,2,16,20.0,0.0,8,10,54.0,38.0
0,47,17,84,171,461,27,202,39,7,33,79.0,171,202,154.0,22,6,1,1,1,0,0,0,1,1,1,1,7,16.0,0.0,3,10,36.0,30.0
1,9,5,436,332,391,0,411,165,6,33,85.0,332,406,75.0,13,0,0,1,1,0,0,0,1,1,2,2,6,20.0,0.0,8,10,44.0,5.0
1,45,0,177,349,331,2,435,165,5,29,120.0,349,429,85.0,14,0,1,2,1,1,1,0,1,1,2,2,5,20.0,30.0,8,10,73.0,26.0
1,13,24,197,269,65,2,358,121,5,6,108.0,269,355,180.0,8,0,2,2,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10,60.0,42.0
1,34,0,121,373,7,0,454,47,5,33,76.0,373,448,50.0,16,0,1,1,1,0,0,0,0,1,2,2,5,20.0,0.0,8,10,43.0,19.0
1,4,24,436,323,438,2,397,43,5,6,93.0,323,394,65.0,12,0,2,2,1,0,0,0,1,1,2,2,5,20.0,0.0,8,10,43.0,50.0
1,31,21,436,384,259,24,472,47,8,36,79.0,384,453,8.0,18,0,0,1,0,0,0,1,1,1,0,0,8,30.0,0.0,15,10,63.0,-9.0
1,19,0,23,381,191,27,467,21,10,33,103.0,381,460,65.0,17,0,2,1,1,0,0,1,1,1,0,0,10,30.0,0.0,15,10,65.0,36.0
0,35,24,319,115,107,12,140,21,8,33,77.0,115,140,149.0,19,6,0,1,1,0,0,1,1,1,0,0,8,30.0,0.0,15,10,63.0,-12.0
1,14,5,148,286,101,6,398,55,18,19,111.0,286,395,260.0,9,0,1,3,1,1,1,1,0,1,0,0,18,30.0,45.0,15,10,118.0,-14.0
0,28,5,75,168,23,21,264,202,5,33,98.0,168,264,428.0,21,6,2,1,1,1,1,1,1,1,0,0,5,30.0,45.0,15,10,105.0,-17.0
1,16,0,141,293,480,27,363,112,10,27,117.0,293,362,80.0,10,0,0,2,1,1,1,1,1,1,0,0,10,30.0,45.0,15,10,110.0,-29.0
0,48,5,138,34,320,6,39,144,5,7,77.0,34,39,65.0,13,6,1,2,1,0,0,0,0,1,2,2,5,20.0,0.0,8,10,43.0,25.0
1,17,1,31,231,268,2,245,29,5,33,85.0,231,245,170.0,1,0,1,1,1,0,0,0,0,1,1,1,5,16.0,0.0,3,10,34.0,25.0
1,46,0,106,365,483,27,486,122,10,24,108.0,365,477,300.0,16,0,2,2,1,0,0,0,1,1,2,2,10,20.0,0.0,8,10,48.0,48.0
1,10,0,25,315,56,2,405,144,15,19,71.0,315,400,130.0,12,0,0,3,1,0,0,0,1,1,2,2,15,20.0,0.0,8,10,53.0,3.0
1,39,1,188,333,183,2,437,121,5,19,74.0,333,431,180.0,13,0,1,3,1,0,0,0,0,1,2,2,5,20.0,0.0,8,10,43.0,14.0
0,21,15,334,148,235,10,157,180,5,30,70.0,148,157,110.0,21,6,0,3,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10,60.0,-13.0
0,38,5,399,186,393,0,179,37,10,19,76.0,186,179,76.0,22,6,0,3,1,1,1,0,1,1,2,2,10,20.0,30.0,3,10,73.0,-20.0
1,17,1,31,231,268,2,245,51,6,33,62.0,231,245,170.0,1,0,1,1,1,0,0,0,0,1,1,1,6,16.0,0.0,3,10,35.0,19.0
1,39,5,401,330,169,27,421,214,14,23,75.0,330,416,125.0,13,0,0,3,1,0,0,0,1,1,2,2,14,20.0,0.0,8,10,52.0,6.0
1,29,18,436,248,260,0,331,179,5,16,64.0,248,332,210.0,6,0,0,2,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10,60.0,-11.0
1,37,0,436,368,96,16,463,124,10,9,121.0,368,456,110.0,16,0,2,3,1,1,0,0,1,1,2,2,10,20.0,30.0,8,10,78.0,31.0
1,20,24,436,326,56,0,408,194,6,33,101.0,326,403,90.0,12,0,2,1,1,0,0,0,1,1,2,2,6,20.0,0.0,8,10,44.0,43.0
1,37,5,436,372,96,16,467,79,10,9,139.0,372,460,110.0,16,0,2,3,1,1,0,0,1,1,2,2,10,20.0,30.0,8,10,78.0,61.0
0,12,12,178,142,272,27,149,88,5,28,94.0,142,149,100.0,21,6,0,3,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10,60.0,-11.0
1,26,0,217,345,432,0,451,165,5,1,74.0,345,445,175.0,14,0,0,2,1,0,0,0,0,1,2,2,5,20.0,0.0,8,10,43.0,4.0
1,8,3,365,278,324,0,383,126,4,33,99.0,278,380,235.0,8,0,0,1,1,1,1,1,1,1,0,0,4,30.0,45.0,15,10,104.0,-26.0
1,20,24,2,297,15,2,373,159,6,33,65.0,297,369,95.0,10,0,0,1,1,0,0,1,1,1,0,0,6,30.0,0.0,15,10,61.0,-14.0
1,30,8,436,270,9,19,373,195,15,21,120.0,270,369,230.0,8,0,1,3,1,1,1,1,1,1,0,0,15,30.0,45.0,15,10,115.0,-4.0
0,21,14,328,81,265,12,106,210,5,30,82.0,81,106,209.0,17,6,0,3,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10,60.0,-16.0
0,28,6,89,219,107,15,264,48,5,33,96.0,219,264,304.0,23,6,2,1,1,1,1,0,1,1,2,2,5,20.0,30.0,3,10,68.0,23.0
1,42,6,436,300,352,0,378,166,8,19,94.0,300,375,100.0,10,0,2,3,1,0,0,1,1,1,2,0,8,20.0,0.0,15,10,53.0,28.0
0,24,24,436,61,98,27,67,102,4,2,106.0,61,67,90.0,15,6,1,2,1,1,1,0,1,1,0,0,4,30.0,45.0,8,10,97.0,-6.0
0,1,19,150,217,265,14,222,107,8,32,99.0,217,222,88.0,23,6,2,1,1,0,0,0,1,1,1,1,8,16.0,0.0,3,10,37.0,59.0
1,39,5,401,353,460,0,454,214,14,23,125.0,353,448,150.0,15,0,2,3,1,0,0,0,1,1,2,2,14,20.0,0.0,8,10,52.0,61.0
1,22,0,419,357,453,0,426,81,23,0,91.0,357,421,10.0,15,0,0,3,1,0,0,0,0,1,2,2,23,20.0,0.0,8,10,61.0,8.0
1,16,0,198,285,14,7,358,22,10,27,150.0,285,355,95.0,9,0,2,2,1,1,1,1,1,1,0,0,10,30.0,45.0,15,10,110.0,31.0
0,28,6,94,162,276,27,286,47,5,33,77.0,162,286,481.0,21,6,0,1,1,1,1,1,1,1,0,0,5,30.0,45.0,15,10,105.0,-57.0
1,30,8,436,272,346,20,365,144,20,10,132.0,272,364,195.0,8,0,2,3,1,1,1,1,1,1,0,0,20,30.0,45.0,15,10,120.0,12.0
0,1,19,148,152,57,12,189,24,5,33,113.0,152,189,158.0,21,6,2,1,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10,60.0,39.0
1,31,21,436,292,259,24,357,180,8,36,98.0,292,343,8.0,10,0,2,1,0,0,0,1,1,1,0,0,8,30.0,0.0,15,10,63.0,32.0
1,22,0,436,366,350,0,451,126,18,0,124.0,366,445,70.0,16,0,2,3,1,0,0,0,0,1,2,2,18,20.0,0.0,8,10,56.0,56.0
1,3,0,199,293,399,27,368,147,4,33,92.0,293,367,105.0,10,0,2,1,1,0,0,1,1,1,0,0,4,30.0,0.0,15,10,59.0,19.0
1,39,5,401,318,176,27,406,158,14,23,118.0,318,401,120.0,12,0,2,3,1,0,0,0,1,1,2,2,14,20.0,0.0,8,10,52.0,59.0
0,43,24,427,202,107,17,263,104,5,6,103.0,202,263,363.0,22,6,2,2,1,0,0,0,1,1,1,1,5,16.0,0.0,3,10,34.0,69.0
0,43,24,247,180,116,17,288,97,5,33,87.0,180,288,447.0,22,6,2,1,1,0,0,0,1,1,1,2,5,16.0,0.0,3,10,34.0,51.0
1,14,5,162,290,105,6,412,55,7,4,144.0,290,407,295.0,9,0,2,1,1,1,1,1,0,1,0,0,7,30.0,45.0,15,10,107.0,29.0
0,11,24,158,219,57,15,290,36,5,31,87.0,219,290,348.0,23,6,2,2,1,0,0,0,1,1,1,2,5,16.0,0.0,3,10,34.0,53.0
1,8,3,365,286,59,3,368,51,8,19,140.0,286,367,140.0,9,0,2,3,1,1,1,1,1,1,0,0,8,30.0,45.0,15,10,108.0,27.0
0,12,15,342,105,139,27,148,21,5,28,71.0,105,148,209.0,19,6,0,3,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10,60.0,-15.0
0,35,24,320,193,151,27,190,147,10,15,97.0,193,190,73.0,22,6,1,3,1,0,0,0,1,1,1,2,10,16.0,0.0,3,10,39.0,28.0
1,37,0,400,332,425,2,432,39,10,9,98.0,332,425,160.0,13,0,0,3,1,1,0,0,1,1,1,2,10,16.0,30.0,8,10,74.0,9.0
1,41,0,402,347,220,0,459,97,10,20,70.0,347,451,195.0,14,0,0,3,1,0,0,0,0,1,2,2,10,20.0,0.0,8,10,48.0,0.0
1,26,0,163,348,371,0,454,16,5,14,104.0,348,448,175.0,14,0,2,2,1,0,0,0,0,1,2,2,5,20.0,0.0,8,10,43.0,49.0
1,30,8,436,266,217,27,335,144,15,21,115.0,266,336,125.0,7,0,2,3,1,1,1,1,1,1,0,0,15,30.0,45.0,15,10,115.0,-2.0
0,44,5,379,188,329,16,207,44,7,3,76.0,188,207,129.0,22,6,0,1,1,0,0,0,1,1,1,1,7,16.0,0.0,3,10,36.0,18.0
1,42,6,436,269,201,0,335,166,8,19,66.0,269,336,105.0,8,0,1,3,1,0,0,1,1,1,0,0,8,30.0,0.0,15,10,63.0,-3.0
1,23,24,436,268,444,0,327,170,8,12,109.0,268,328,75.0,7,0,0,1,1,1,0,1,1,1,0,0,8,30.0,45.0,15,10,108.0,-27.0
0,15,13,279,82,292,0,312,164,4,2,97.0,82,312,855.0,17,6,1,2,1,0,0,1,1,1,0,0,4,30.0,0.0,15,10,59.0,9.0
0,40,6,246,150,368,0,141,201,7,33,64.0,150,141,70.0,21,6,0,1,1,0,0,1,1,1,0,0,7,30.0,0.0,15,10,62.0,-13.0
1,16,1,307,290,33,2,368,63,10,27,129.0,290,367,120.0,9,0,0,2,1,1,1,1,0,1,0,0,10,30.0,45.0,15,10,110.0,-26.0
1,2,11,318,276,87,6,406,59,7,11,90.0,276,401,335.0,8,0,1,3,1,0,0,1,1,1,0,0,7,30.0,0.0,15,10,62.0,1.0
1,9,1,436,354,396,0,441,90,8,19,94.0,354,435,90.0,15,0,2,3,1,0,0,0,1,1,2,2,8,20.0,0.0,8,10,46.0,37.0
0,21,24,436,86,128,14,102,189,5,30,107.0,86,102,152.0,17,6,2,3,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10,60.0,41.0
0,21,11,143,160,234,0,154,130,5,30,70.0,160,154,77.0,21,6,1,3,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10,60.0,-3.0
1,45,0,243,355,188,0,439,165,8,37,121.0,355,433,75.0,15,0,1,1,1,1,1,0,0,1,2,0,8,20.0,45.0,8,10,91.0,10.0
1,36,1,408,295,390,20,364,165,12,19,101.0,295,363,75.0,10,0,2,3,1,0,0,1,1,1,0,0,12,30.0,0.0,15,10,67.0,19.0
0,43,24,167,116,471,19,116,24,5,6,94.0,116,116,71.0,19,6,1,2,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10,60.0,8.0
0,11,24,436,107,10,27,102,105,5,31,80.0,107,102,60.0,19,6,1,2,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10,60.0,-2.0
1,9,1,436,333,396,0,417,90,6,33,67.0,333,410,90.0,13,0,0,1,1,0,0,0,1,1,2,2,6,20.0,0.0,8,10,44.0,0.0
1,45,5,436,359,72,6,440,165,5,29,116.0,359,434,60.0,15,0,2,2,1,1,1,0,0,1,2,0,5,20.0,45.0,8,10,88.0,27.0
1,41,0,1,335,455,6,423,24,10,20,83.0,335,418,110.0,13,0,0,3,1,0,0,0,1,1,2,2,10,20.0,0.0,8,10,48.0,7.0
1,39,5,436,330,455,6,423,129,14,23,107.0,330,418,135.0,13,0,1,3,1,0,0,0,0,1,2,2,14,20.0,0.0,8,10,52.0,26.0
0,44,5,349,190,368,2,200,112,5,2,73.0,190,200,109.0,22,6,0,2,1,0,0,0,1,1,1,2,5,16.0,0.0,3,10,34.0,16.0
0,40,5,375,158,203,9,267,172,6,33,112.0,158,267,455.0,21,6,2,1,1,0,0,1,1,1,0,0,6,30.0,0.0,15,10,61.0,48.0
0,38,5,398,138,57,14,198,30,6,33,110.0,138,198,209.0,20,6,2,1,1,1,1,1,1,1,0,0,6,30.0,45.0,15,10,106.0,-6.0
1,31,21,436,350,259,24,430,55,8,36,90.0,350,413,8.0,15,0,0,1,0,0,0,0,1,1,2,2,8,20.0,0.0,8,10,46.0,2.0
0,27,0,182,179,106,21,217,201,5,33,62.0,179,217,170.0,22,6,0,1,1,0,0,0,1,1,1,2,5,16.0,0.0,3,10,34.0,11.0
1,22,0,77,371,408,2,450,158,5,25,109.0,371,444,40.0,16,0,2,2,1,0,0,0,1,1,2,2,5,20.0,0.0,8,10,43.0,58.0
0,17,1,55,217,12,2,237,29,5,33,60.0,217,237,155.0,23,6,0,1,1,0,0,0,0,1,1,1,5,16.0,0.0,3,10,34.0,10.0
1,9,5,436,341,396,0,427,107,6,33,100.0,341,422,100.0,14,0,2,1,1,0,0,0,1,1,2,2,6,20.0,0.0,8,10,44.0,48.0
0,21,24,436,139,184,27,135,0,5,30,75.0,139,135,78.0,20,6,0,3,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10,60.0,-8.0
1,19,0,111,373,293,0,464,33,8,17,105.0,373,457,90.0,16,0,2,2,1,0,0,0,0,1,1,2,8,16.0,0.0,8,10,42.0,53.0
0,48,5,168,93,107,15,111,144,5,7,97.0,93,111,158.0,18,6,2,2,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10,60.0,29.0
1,31,21,436,350,259,24,430,55,8,36,81.0,350,413,8.0,15,0,1,1,0,0,0,0,1,1,2,2,8,20.0,0.0,8,10,46.0,21.0
1,16,0,149,290,360,27,388,112,10,27,123.0,290,383,190.0,9,0,1,2,1,1,1,1,1,1,0,0,10,30.0,45.0,15,10,110.0,-8.0
1,6,1,436,324,259,7,413,26,16,19,113.0,324,408,125.0,12,0,2,3,1,0,0,0,1,1,2,2,16,20.0,0.0,8,10,54.0,45.0
0,24,8,97,66,134,6,86,59,5,2,116.0,66,86,193.0,15,6,1,2,1,1,1,0,1,1,0,0,5,30.0,45.0,8,10,98.0,-8.0
1,41,0,392,325,403,0,435,121,10,20,113.0,325,429,210.0,12,0,2,3,1,0,0,0,0,1,2,2,10,20.0,0.0,8,10,48.0,59.0
1,16,0,154,289,324,0,389,180,10,27,128.0,289,384,200.0,9,0,2,2,1,1,1,1,0,1,0,0,10,30.0,45.0,15,10,110.0,16.0
1,33,23,436,304,265,26,371,201,6,6,73.0,304,357,6.0,11,0,1,2,0,0,0,0,1,1,2,2,6,20.0,0.0,8,10,44.0,19.0
0,33,13,49,51,128,12,71,115,6,6,109.0,51,71,168.0,14,6,2,2,1,0,0,0,1,1,2,2,6,20.0,0.0,8,10,44.0,65.0
1,42,6,436,292,201,0,367,24,5,33,96.0,292,366,105.0,10,0,2,1,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10,60.0,31.0
1,10,0,83,314,152,0,409,26,15,19,103.0,314,404,155.0,11,0,0,3,1,0,0,0,0,1,2,2,15,20.0,0.0,8,10,53.0,6.0
1,26,0,217,345,432,0,451,172,5,14,64.0,345,445,175.0,14,0,0,2,1,0,0,0,0,1,2,2,5,20.0,0.0,8,10,43.0,0.0
0,27,0,179,188,308,2,191,201,10,19,102.0,188,191,90.0,22,6,1,3,1,0,0,0,1,1,1,1,10,16.0,0.0,3,10,39.0,33.0
0,48,0,313,45,471,19,59,112,5,7,94.0,45,59,124.0,14,6,2,2,1,0,0,0,1,1,2,0,5,20.0,0.0,8,10,43.0,49.0
0,27,0,248,200,329,16,221,201,5,33,82.0,200,221,140.0,22,6,1,1,1,0,0,0,1,1,1,2,5,16.0,0.0,3,10,34.0,29.0
0,40,6,184,171,133,27,155,30,6,33,85.0,171,155,57.0,22,6,2,1,1,0,0,0,1,1,1,2,6,16.0,0.0,3,10,35.0,40.0
1,46,1,108,350,7,0,439,13,10,24,91.0,350,433,100.0,15,0,1,2,1,0,0,0,1,1,2,2,10,20.0,0.0,8,10,48.0,13.0
1,4,24,436,311,438,2,383,122,5,6,83.0,311,380,65.0,11,0,1,2,1,0,0,0,1,1,2,2,5,20.0,0.0,8,10,43.0,19.0
1,36,1,408,295,390,20,364,136,12,19,90.0,295,363,75.0,10,0,0,3,1,0,0,1,1,1,0,0,12,30.0,0.0,15,10,67.0,-9.0
1,49,24,172,279,292,0,337,34,4,33,101.0,279,338,55.0,8,0,1,1,1,0,0,1,1,1,0,0,4,30.0,0.0,15,10,59.0,12.0
0,27,0,263,200,131,0,193,201,10,19,88.0,200,193,75.0,22,6,1,3,1,0,0,0,0,1,2,2,10,20.0,0.0,3,10,43.0,31.0
1,13,24,241,266,35,1,381,204,5,6,83.0,266,378,295.0,7,0,1,2,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10,60.0,3.0
1,37,5,436,372,96,16,467,144,8,33,137.0,372,460,110.0,16,0,2,1,1,1,0,0,1,1,2,2,8,20.0,30.0,8,10,76.0,49.0
0,44,5,366,192,387,12,188,189,5,2,77.0,192,188,72.0,22,6,1,2,1,0,0,0,1,1,1,2,5,16.0,0.0,3,10,34.0,31.0
1,2,11,436,290,56,2,407,26,7,11,113.0,290,402,270.0,9,0,2,3,1,0,0,1,1,1,0,0,7,30.0,0.0,15,10,62.0,48.0
0,11,24,264,142,308,2,149,201,5,31,94.0,142,149,100.0,21,6,1,2,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10,60.0,10.0
1,42,5,436,295,270,27,366,60,5,33,99.0,295,365,85.0,10,0,2,1,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10,60.0,36.0
1,19,0,23,381,191,27,467,30,8,17,84.0,381,460,65.0,17,0,2,2,1,0,0,1,1,1,0,0,8,30.0,0.0,15,10,63.0,18.0
1,26,0,135,348,236,27,449,204,5,14,101.0,348,443,150.0,14,0,2,2,1,0,0,0,1,1,2,2,5,20.0,0.0,8,10,43.0,45.0
0,40,6,197,120,149,27,150,30,6,33,66.0,120,150,152.0,20,6,0,1,1,0,0,1,1,1,0,0,6,30.0,0.0,15,10,61.0,-17.0
1,19,0,35,377,279,16,474,43,10,33,84.0,377,465,110.0,17,0,1,1,1,0,0,1,1,1,0,0,10,30.0,0.0,15,10,65.0,2.0
1,25,24,350,286,118,27,353,157,7,13,96.0,286,352,75.0,9,0,1,1,1,0,0,1,1,1,0,0,7,30.0,0.0,15,10,62.0,7.0
0,40,6,177,135,355,27,168,30,6,33,89.0,135,168,154.0,20,6,2,1,1,0,0,1,1,1,0,0,6,30.0,0.0,15,10,61.0,22.0
1,42,6,436,304,111,7,376,166,5,33,101.0,304,373,70.0,11,0,2,1,1,0,0,0,0,1,2,2,5,20.0,0.0,8,10,43.0,52.0
0,28,6,89,219,107,15,264,77,5,33,95.0,219,264,304.0,23,6,2,1,1,1,1,0,1,1,2,2,5,20.0,30.0,3,10,68.0,22.0
1,46,5,8,347,7,0,436,126,12,24,85.0,347,430,100.0,14,0,1,2,1,0,0,0,1,1,2,2,12,20.0,0.0,8,10,50.0,17.0
1,32,5,359,303,43,27,369,28,7,33,81.0,303,368,60.0,10,0,1,1,1,0,0,1,1,1,0,0,7,30.0,0.0,15,10,62.0,2.0
1,42,6,436,304,201,0,383,166,5,33,85.0,304,380,105.0,11,0,2,1,1,0,0,0,1,1,2,2,5,20.0,0.0,8,10,43.0,33.0
0,17,1,45,213,445,27,210,112,6,33,81.0,213,210,85.0,23,6,0,1,1,0,0,0,1,1,1,2,6,16.0,0.0,3,10,35.0,16.0
1,13,24,176,272,16,9,374,97,5,6,84.0,272,370,225.0,8,0,2,2,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10,60.0,14.0
1,14,1,379,262,366,9,323,55,18,19,125.0,262,324,95.0,7,0,1,3,1,1,1,1,1,1,0,0,18,30.0,45.0,15,10,118.0,-12.0
1,17,1,46,220,268,2,239,29,5,33,81.0,220,239,180.0,0,0,1,1,1,0,0,0,0,1,1,1,5,16.0,0.0,3,10,34.0,26.0
1,37,5,20,347,96,16,439,79,10,9,151.0,347,433,115.0,14,0,2,3,1,1,0,0,1,1,2,2,10,20.0,30.0,8,10,78.0,65.0
0,11,24,276,103,356,0,197,201,5,31,70.0,103,197,315.0,19,6,0,2,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10,60.0,-14.0
0,24,6,436,37,421,6,308,51,4,2,95.0,37,308,1040.0,13,6,1,2,1,1,1,0,1,1,0,0,4,30.0,45.0,8,10,97.0,-9.0
1,41,1,408,334,168,27,434,214,10,20,75.0,334,428,160.0,13,0,1,3,1,0,0,0,1,1,2,2,10,20.0,0.0,8,10,48.0,18.0
1,6,1,436,308,152,0,380,194,16,19,83.0,308,377,70.0,11,0,1,3,1,0,0,0,1,1,2,2,16,20.0,0.0,8,10,54.0,16.0
